,Dépenses opérationnelles,COMMUNICATION,Collaboration avec les ambassadeurs,Descente sur terrain avec les ambassadeurs,Organisation d’un déplacement terrain accompagné des ambassadeurs officiels,CO,4,1,01,CO.4.1.01,COMMUNICATION _ Collaboration avec les ambassadeurs _ Descente sur terrain avec les ambassadeurs _ Organisation d’un déplacement terrain accompagné des ambassadeurs officiels,CO41,COMMUNICATION  _  Collaboration avec les ambassadeurs _  Descente sur terrain avec les ambassadeurs,,,,,,,,,,,,,,,,,,,COMMUNICATION4,,
,Dépenses opérationnelles,COMMUNICATION,Collaboration avec les ambassadeurs,Accompagnement activités Ambassadeurs,"Soutien des actions, interventions et productions médiatiques impliquant les ambassadeurs.
",CO,4,2,02,CO.4.2.02,"COMMUNICATION _ Collaboration avec les ambassadeurs _ Accompagnement activités Ambassadeurs _ Soutien des actions, interventions et productions médiatiques impliquant les ambassadeurs.
",CO42,COMMUNICATION  _  Collaboration avec les ambassadeurs _  Accompagnement activités Ambassadeurs,,,,,,,,,,,,,,,,,,,COMMUNICATION4,,
,Dépenses opérationnelles,COMMUNICATION,Collaboration avec les ambassadeurs,Contrats Ambassadeurs,"Contrats des conventions de collaboration avec les ambassadeurs.
",CO,4,3,03,CO.4.3.03,"COMMUNICATION _ Collaboration avec les ambassadeurs _ Contrats Ambassadeurs _ Contrats des conventions de collaboration avec les ambassadeurs.
",CO43,COMMUNICATION  _  Collaboration avec les ambassadeurs _  Contrats Ambassadeurs,,,,,,,,,,,,,,,,,,,COMMUNICATION4,,
,Dépenses opérationnelles,COMMUNICATION,Production des PodCast,Production de podcasts,"Tournages vidéo, enregistrement de messages, voix-off ou autres productions audiovisuelles en format podcasts.
",CO,5,1,01,CO.5.1.01,"COMMUNICATION _ Production des PodCast _ Production de podcasts _ Tournages vidéo, enregistrement de messages, voix-off ou autres productions audiovisuelles en format podcasts.
",CO51,COMMUNICATION  _  Production des PodCast _  Production de podcasts,,,,,,,,,,,,,,,,,,,COMMUNICATION5,,
,Dépenses opérationnelles,COMMUNICATION,Organisation des Brunchs média / restitution trimestrielle,Restitution des actions du Fonarev auprès des  médias,"Organisation d’une session de présentation officielle des résultats, actions menées et perspectives du FONAREV à destination des médias.
",CO,6,1,01,CO.6.1.01,"COMMUNICATION _ Organisation des Brunchs média / restitution trimestrielle _ Restitution des actions du Fonarev auprès des  médias _ Organisation d’une session de présentation officielle des résultats, actions menées et perspectives du FONAREV à destination des médias.
",CO61,COMMUNICATION  _  Organisation des Brunchs média / restitution trimestrielle _  Restitution des actions du Fonarev auprès des  médias,,,,,,,,,,,,,,,,,,,COMMUNICATION6,,
,Dépenses opérationnelles,COMMUNICATION,Organisation des voyages de presse,"Voyage de presse pour la sensbilisation et la vulgarisation des actions opérationnelles aupres des médias internationaux, nationaux,locaux et correspondants internationaux","Organisation d’un déplacement terrain pour journalistes nationaux et internationaux afin de documenter et médiatiser les activités du Fonds.
",CO,7,1,01,CO.7.1.01,"COMMUNICATION _ Organisation des voyages de presse _ Voyage de presse pour la sensbilisation et la vulgarisation des actions opérationnelles aupres des médias internationaux, nationaux,locaux et correspondants internationaux _ Organisation d’un déplacement terrain pour journalistes nationaux et internationaux afin de documenter et médiatiser les activités du Fonds.
",CO71,"COMMUNICATION  _  Organisation des voyages de presse _  Voyage de presse pour la sensbilisation et la vulgarisation des actions opérationnelles aupres des médias internationaux, nationaux,locaux et correspondants internationaux",,,,,,,,,,,,,,,,,,,COMMUNICATION7,,
,Dépenses opérationnelles,COMMUNICATION,Organisation des voyages de presse,Meetup avec la presse internationale,Rencontre stratégique avec la presse étrangère,CO,7,2,02,CO.7.2.02,COMMUNICATION _ Organisation des voyages de presse _ Meetup avec la presse internationale _ Rencontre stratégique avec la presse étrangère,CO72,COMMUNICATION  _  Organisation des voyages de presse _  Meetup avec la presse internationale,,,,,,,,,,,,,,,,,,,COMMUNICATION7,,
,Dépenses opérationnelles,COMMUNICATION,Rencontre avec les leaders communautaires,"Descente sur terrain pour la sensibilisation auprès des
 leaders","Mission ciblée visant à informer, outiller et engager les leaders communautaires, religieux, politiques ou traditionnels autour du processus de réparations.
",CO,8,1,01,CO.8.1.01,"COMMUNICATION _ Rencontre avec les leaders communautaires _ Descente sur terrain pour la sensibilisation auprès des
 leaders _ Mission ciblée visant à informer, outiller et engager les leaders communautaires, religieux, politiques ou traditionnels autour du processus de réparations.
",CO81,"COMMUNICATION  _  Rencontre avec les leaders communautaires _  Descente sur terrain pour la sensibilisation auprès des
 leaders",,,,,,,,,,,,,,,,,,,COMMUNICATION8,,
,Dépenses opérationnelles,COMMUNICATION,Sensibilisation des victimes (accompagnement des  activités opérationnelles ,Réunions d'information,Session d’information destinée aux victimes locales,CO,9,1,01,CO.9.1.01,COMMUNICATION _ Sensibilisation des victimes (accompagnement des  activités opérationnelles  _ Réunions d'information _ Session d’information destinée aux victimes locales,CO91,COMMUNICATION  _  Sensibilisation des victimes (accompagnement des  activités opérationnelles  _  Réunions d'information,,,,,,,,,,,,,,,,,,,COMMUNICATION9,,
,Dépenses opérationnelles,COMMUNICATION,Présentation du rapport d'activités 2024-2025,Production,"Production du rapport d'activités 
2024-2025",CO,10,1,01,CO.10.1.01,"COMMUNICATION _ Présentation du rapport d'activités 2024-2025 _ Production _ Production du rapport d'activités 
2024-2025",CO101,COMMUNICATION  _  Présentation du rapport d'activités 2024-2025 _  Production,,,,,,,,,,,,,,,,,,,COMMUNICATION10,,
,Dépenses opérationnelles,COMMUNICATION,Présentation du rapport d'activités 2024-2025,Distribution,"Distribution du rapport d'activités auprès des 
partenaires",CO,10,2,02,CO.10.2.02,"COMMUNICATION _ Présentation du rapport d'activités 2024-2025 _ Distribution _ Distribution du rapport d'activités auprès des 
partenaires",CO102,COMMUNICATION  _  Présentation du rapport d'activités 2024-2025 _  Distribution,,,,,,,,,,,,,,,,,,,COMMUNICATION10,,
,Dépenses opérationnelles,COMMUNICATION,Organisation d’un Side event pendant Mining week,Side Event DRC MINING WEEK: Sensibiliser les acteurs miniers  sur leur responsabilité sociétale leur responsabilité sociétale,Organisation d'un side event stratégique à la DRC Mining Week,CO,11,1,01,CO.11.1.01,COMMUNICATION _ Organisation d’un Side event pendant Mining week _ Side Event DRC MINING WEEK: Sensibiliser les acteurs miniers  sur leur responsabilité sociétale leur responsabilité sociétale _ Organisation d'un side event stratégique à la DRC Mining Week,CO111,COMMUNICATION  _  Organisation d’un Side event pendant Mining week _  Side Event DRC MINING WEEK: Sensibiliser les acteurs miniers  sur leur responsabilité sociétale leur responsabilité sociétale,,,,,,,,,,,,,,,,,,,COMMUNICATION11,,
,Dépenses opérationnelles,COMMUNICATION,Production spot institutionnel,"Spot Multilingue TV, Radio & Digital","Production et diffusion d’un spot institutionnel en plusieurs langues nationales et internationales via TV, radio et plateformes digitales.",CO,12,1,01,CO.12.1.01,"COMMUNICATION _ Production spot institutionnel _ Spot Multilingue TV, Radio & Digital _ Production et diffusion d’un spot institutionnel en plusieurs langues nationales et internationales via TV, radio et plateformes digitales.",CO121,"COMMUNICATION  _  Production spot institutionnel _  Spot Multilingue TV, Radio & Digital",,,,,,,,,,,,,,,,,,,COMMUNICATION12,,
,Dépenses opérationnelles,COMMUNICATION,Sponsoring des différents évènements,Sponsoring des activités nationales et internationales,Participation financière ou partenariat visuel pour accroître la visibilité du FONAREV,CO,13,1,01,CO.13.1.01,COMMUNICATION _ Sponsoring des différents évènements _ Sponsoring des activités nationales et internationales _ Participation financière ou partenariat visuel pour accroître la visibilité du FONAREV,CO131,COMMUNICATION  _  Sponsoring des différents évènements _  Sponsoring des activités nationales et internationales,,,,,,,,,,,,,,,,,,,COMMUNICATION13,,
,Dépenses opérationnelles,COMMUNICATION,Participation aux grands évènements en lien avec le mandat du Fonarev,Festival International du Film sur les Droits Humains (FIFDH) / Genève Suisse,Festival International du Film sur les Droits Humains (FIFDH) / Genève Suisse,CO,14,1,01,CO.14.1.01,COMMUNICATION _ Participation aux grands évènements en lien avec le mandat du Fonarev _ Festival International du Film sur les Droits Humains (FIFDH) / Genève Suisse _ Festival International du Film sur les Droits Humains (FIFDH) / Genève Suisse,CO141,COMMUNICATION  _  Participation aux grands évènements en lien avec le mandat du Fonarev _  Festival International du Film sur les Droits Humains (FIFDH) / Genève Suisse,,,,,,,,,,,,,,,,,,,COMMUNICATION14,,
,Dépenses opérationnelles,COMMUNICATION,Participation aux grands évènements en lien avec le mandat du Fonarev,Forum Africain des Survivants de Violences Basées sur le Genre et Conflits / Kenya,Forum Africain des Survivants de Violences Basées sur le Genre et Conflits / Kenya,CO,14,2,02,CO.14.2.02,COMMUNICATION _ Participation aux grands évènements en lien avec le mandat du Fonarev _ Forum Africain des Survivants de Violences Basées sur le Genre et Conflits / Kenya _ Forum Africain des Survivants de Violences Basées sur le Genre et Conflits / Kenya,CO142,COMMUNICATION  _  Participation aux grands évènements en lien avec le mandat du Fonarev _  Forum Africain des Survivants de Violences Basées sur le Genre et Conflits / Kenya,,,,,,,,,,,,,,,,,,,COMMUNICATION14,,
,Dépenses opérationnelles,COMMUNICATION,Participation aux grands évènements en lien avec le mandat du Fonarev,Conférence Internationale sur les Droits de l’Homme – ONU / Genève,Conférence Internationale sur les Droits de l’Homme – ONU / Genève,CO,14,3,03,CO.14.3.03,COMMUNICATION _ Participation aux grands évènements en lien avec le mandat du Fonarev _ Conférence Internationale sur les Droits de l’Homme – ONU / Genève _ Conférence Internationale sur les Droits de l’Homme – ONU / Genève,CO143,COMMUNICATION  _  Participation aux grands évènements en lien avec le mandat du Fonarev _  Conférence Internationale sur les Droits de l’Homme – ONU / Genève,,,,,,,,,,,,,,,,,,,COMMUNICATION14,,
,Dépenses opérationnelles,COMMUNICATION,Couverture médiatique,Passages TV-RADIOS international,"Assurer la visibilité nationale et internationale des actions du FONAREV à travers des diffusions médias multicanales (TV, radios, presse, journaux, ), la conclusion de partenariats médiatiques stratégiques, l’activation des radios communautaires et le suivi analytique des retombées de communication",CO,15,1,01,CO.15.1.01,"COMMUNICATION _ Couverture médiatique _ Passages TV-RADIOS international _ Assurer la visibilité nationale et internationale des actions du FONAREV à travers des diffusions médias multicanales (TV, radios, presse, journaux, ), la conclusion de partenariats médiatiques stratégiques, l’activation des radios communautaires et le suivi analytique des retombées de communication",CO151,COMMUNICATION  _  Couverture médiatique _  Passages TV-RADIOS international,,,,,,,,,,,,,,,,,,,COMMUNICATION15,,
,Dépenses opérationnelles,COMMUNICATION,Couverture médiatique,"Couverture national- Diffusions contenus (spots,capsules,pages magazines, presse écrite)","Couverture national- Diffusions contenus (spots,capsules,pages magazines, presse écrite)",CO,15,1,02,CO.15.1.02,"COMMUNICATION _ Couverture médiatique _ Couverture national- Diffusions contenus (spots,capsules,pages magazines, presse écrite) _ Couverture national- Diffusions contenus (spots,capsules,pages magazines, presse écrite)",CO151,"COMMUNICATION  _  Couverture médiatique _  Couverture national- Diffusions contenus (spots,capsules,pages magazines, presse écrite)",,,,,,,,,,,,,,,,,,,COMMUNICATION15,,
,Dépenses opérationnelles,COMMUNICATION,Couverture médiatique,"Couverture internationale (spots,capsules,pages magazines, presse écrite)","Couverture internationale (spots,capsules,pages magazines, presse écrite)",CO,15,1,03,CO.15.1.03,"COMMUNICATION _ Couverture médiatique _ Couverture internationale (spots,capsules,pages magazines, presse écrite) _ Couverture internationale (spots,capsules,pages magazines, presse écrite)",CO151,"COMMUNICATION  _  Couverture médiatique _  Couverture internationale (spots,capsules,pages magazines, presse écrite)",,,,,,,,,,,,,,,,,,,COMMUNICATION15,,
,Dépenses opérationnelles,COMMUNICATION,Couverture médiatique,Contrat avec médias,Contrat avec médias,CO,15,1,04,CO.15.1.04,COMMUNICATION _ Couverture médiatique _ Contrat avec médias _ Contrat avec médias,CO151,COMMUNICATION  _  Couverture médiatique _  Contrat avec médias,,,,,,,,,,,,,,,,,,,COMMUNICATION15,,
,Dépenses opérationnelles,COMMUNICATION,Couverture médiatique,Radios communautaires (Recrutement Agence),Radios communautaires (Recrutement Agence),CO,15,1,05,CO.15.1.05,COMMUNICATION _ Couverture médiatique _ Radios communautaires (Recrutement Agence) _ Radios communautaires (Recrutement Agence),CO151,COMMUNICATION  _  Couverture médiatique _  Radios communautaires (Recrutement Agence),,,,,,,,,,,,,,,,,,,COMMUNICATION15,,
,Dépenses opérationnelles,COMMUNICATION,Couverture médiatique,Monitoring,Monitoring,CO,15,1,01,CO.15.1.01,COMMUNICATION _ Couverture médiatique _ Monitoring _ Monitoring,CO151,COMMUNICATION  _  Couverture médiatique _  Monitoring,,,,,,,,,,,,,,,,,,,COMMUNICATION15,,
,Dépenses opérationnelles,COMMUNICATION,Branding bureau,"Conception visuels, recrutement agence et aménagement","Conception visuels, recrutement agence et aménagement",CO,16,1,01,CO.16.1.01,"COMMUNICATION _ Branding bureau _ Conception visuels, recrutement agence et aménagement _ Conception visuels, recrutement agence et aménagement",CO161,"COMMUNICATION  _  Branding bureau _  Conception visuels, recrutement agence et aménagement",,,,,,,,,,,,,,,,,,,COMMUNICATION16,,
,Dépenses opérationnelles,COMMUNICATION,Accompagnement aux autres Directions,Accompagnement communicationnel,"Produire, diffuser et valoriser des contenus",CO,25,1,01,CO.25.1.01,"COMMUNICATION _ Accompagnement aux autres Directions _ Accompagnement communicationnel _ Produire, diffuser et valoriser des contenus",CO251,COMMUNICATION  _  Accompagnement aux autres Directions _  Accompagnement communicationnel,,,,,,,,,,,,,,,,,,,COMMUNICATION25,,
,Dépenses opérationnelles,COMMUNICATION,Formations et renforcement des capacités,Formations,Organiser  des sessions de formation niveau National,CO,26,1,01,CO.26.1.01,COMMUNICATION _ Formations et renforcement des capacités _ Formations _ Organiser  des sessions de formation niveau National,CO261,COMMUNICATION  _  Formations et renforcement des capacités _  Formations,,,,,,,,,,,,,,,,,,,COMMUNICATION26,,
,Dépenses opérationnelles,COMMUNICATION,Formations et renforcement des capacités,Formations,Organiser  des sessions de formation niveau International,CO,26,2,02,CO.26.2.02,COMMUNICATION _ Formations et renforcement des capacités _ Formations _ Organiser  des sessions de formation niveau International,CO262,COMMUNICATION  _  Formations et renforcement des capacités _  Formations,,,,,,,,,,,,,,,,,,,COMMUNICATION26,,
,Dépenses de personnel,DIRECTION GÉNÉRALE,Renumeration,Renumeration,Renumeration,DG,0,0,01,DG.0.0.01,DIRECTION GÉNÉRALE _ Renumeration _ Renumeration _ Renumeration,DG00,DIRECTION GÉNÉRALE  _  Renumeration _  Renumeration,,,,,,,,,,,,,,,,,,,DIRECTION GÉNÉRALE0,,
,Dépenses générales et administratives,DIRECTION GÉNÉRALE,Pilotage et coordination stratégique,Élaboration et mise en œuvre du plan d’action annuel du FONAREV,Élaboration et mise en œuvre du plan d’action annuel du FONAREV,DG,1,1,01,DG.1.1.01,DIRECTION GÉNÉRALE _ Pilotage et coordination stratégique _ Élaboration et mise en œuvre du plan d’action annuel du FONAREV _ Élaboration et mise en œuvre du plan d’action annuel du FONAREV,DG11,DIRECTION GÉNÉRALE  _  Pilotage et coordination stratégique _  Élaboration et mise en œuvre du plan d’action annuel du FONAREV,,,,,,,,,,,,,,,,,,,DIRECTION GÉNÉRALE1,,
,Dépenses générales et administratives,DIRECTION GÉNÉRALE,Pilotage et coordination stratégique,Supervision et coordination des directions centrales et provinciales,Supervision et coordination des directions centrales et provinciales,DG,1,2,01,DG.1.2.01,DIRECTION GÉNÉRALE _ Pilotage et coordination stratégique _ Supervision et coordination des directions centrales et provinciales _ Supervision et coordination des directions centrales et provinciales,DG12,DIRECTION GÉNÉRALE  _  Pilotage et coordination stratégique _  Supervision et coordination des directions centrales et provinciales,,,,,,,,,,,,,,,,,,,DIRECTION GÉNÉRALE1,,
,Dépenses générales et administratives,DIRECTION GÉNÉRALE,Pilotage et coordination stratégique,"Réunions de coordination interne, planification et rapports de performance","Réunions de coordination interne, planification et rapports de performance",DG,1,3,01,DG.1.3.01,"DIRECTION GÉNÉRALE _ Pilotage et coordination stratégique _ Réunions de coordination interne, planification et rapports de performance _ Réunions de coordination interne, planification et rapports de performance",DG13,"DIRECTION GÉNÉRALE  _  Pilotage et coordination stratégique _  Réunions de coordination interne, planification et rapports de performance",,,,,,,,,,,,,,,,,,,DIRECTION GÉNÉRALE1,,
,Dépenses générales et administratives,DIRECTION GÉNÉRALE,Pilotage et coordination stratégique,Suivi de la mise en œuvre des politiques publiques liées aux réparations,Suivi de la mise en œuvre des politiques publiques liées aux réparations,DG,1,4,01,DG.1.4.01,DIRECTION GÉNÉRALE _ Pilotage et coordination stratégique _ Suivi de la mise en œuvre des politiques publiques liées aux réparations _ Suivi de la mise en œuvre des politiques publiques liées aux réparations,DG14,DIRECTION GÉNÉRALE  _  Pilotage et coordination stratégique _  Suivi de la mise en œuvre des politiques publiques liées aux réparations,,,,,,,,,,,,,,,,,,,DIRECTION GÉNÉRALE1,,
,Dépenses générales et administratives,DIRECTION GÉNÉRALE,"Relations institutionnelles, diplomatiques et représentation","Représentation du FONAREV auprès des ministères, PTF, et institutions internationales (ONU, CPI, UA, CIAVAR, etc.)","Représentation du FONAREV auprès des ministères, PTF, et institutions internationales (ONU, CPI, UA, CIAVAR, etc.)",DG,2,1,01,DG.2.1.01,"DIRECTION GÉNÉRALE _ Relations institutionnelles, diplomatiques et représentation _ Représentation du FONAREV auprès des ministères, PTF, et institutions internationales (ONU, CPI, UA, CIAVAR, etc.) _ Représentation du FONAREV auprès des ministères, PTF, et institutions internationales (ONU, CPI, UA, CIAVAR, etc.)",DG21,"DIRECTION GÉNÉRALE  _  Relations institutionnelles, diplomatiques et représentation _  Représentation du FONAREV auprès des ministères, PTF, et institutions internationales (ONU, CPI, UA, CIAVAR, etc.)",,,,,,,,,,,,,,,,,,,DIRECTION GÉNÉRALE2,,
,Dépenses générales et administratives,DIRECTION GÉNÉRALE,"Relations institutionnelles, diplomatiques et représentation","Rencontres officielles, participation aux forums, conférences et sommets","Rencontres officielles, participation aux forums, conférences et sommets",DG,2,2,01,DG.2.2.01,"DIRECTION GÉNÉRALE _ Relations institutionnelles, diplomatiques et représentation _ Rencontres officielles, participation aux forums, conférences et sommets _ Rencontres officielles, participation aux forums, conférences et sommets",DG22,"DIRECTION GÉNÉRALE  _  Relations institutionnelles, diplomatiques et représentation _  Rencontres officielles, participation aux forums, conférences et sommets",,,,,,,,,,,,,,,,,,,DIRECTION GÉNÉRALE2,,
,Dépenses générales et administratives,DIRECTION GÉNÉRALE,"Relations institutionnelles, diplomatiques et représentation","Signature et suivi des conventions, partenariats et protocoles d’accord","Signature et suivi des conventions, partenariats et protocoles d’accord",DG,2,3,01,DG.2.3.01,"DIRECTION GÉNÉRALE _ Relations institutionnelles, diplomatiques et représentation _ Signature et suivi des conventions, partenariats et protocoles d’accord _ Signature et suivi des conventions, partenariats et protocoles d’accord",DG23,"DIRECTION GÉNÉRALE  _  Relations institutionnelles, diplomatiques et représentation _  Signature et suivi des conventions, partenariats et protocoles d’accord",,,,,,,,,,,,,,,,,,,DIRECTION GÉNÉRALE2,,
,Dépenses générales et administratives,DIRECTION GÉNÉRALE,"Relations institutionnelles, diplomatiques et représentation","Communication stratégique du DG et DGA (messages officiels, discours, communiqués)","Communication stratégique du DG et DGA (messages officiels, discours, communiqués)",DG,2,4,01,DG.2.4.01,"DIRECTION GÉNÉRALE _ Relations institutionnelles, diplomatiques et représentation _ Communication stratégique du DG et DGA (messages officiels, discours, communiqués) _ Communication stratégique du DG et DGA (messages officiels, discours, communiqués)",DG24,"DIRECTION GÉNÉRALE  _  Relations institutionnelles, diplomatiques et représentation _  Communication stratégique du DG et DGA (messages officiels, discours, communiqués)",,,,,,,,,,,,,,,,,,,DIRECTION GÉNÉRALE2,,
,Dépenses générales et administratives,DIRECTION GÉNÉRALE,"Suivi, évaluation et gouvernance de la performance",Contrôle de la mise en œuvre des programmes et projets du FONAREV,Contrôle de la mise en œuvre des programmes et projets du FONAREV,DG,3,1,01,DG.3.1.01,"DIRECTION GÉNÉRALE _ Suivi, évaluation et gouvernance de la performance _ Contrôle de la mise en œuvre des programmes et projets du FONAREV _ Contrôle de la mise en œuvre des programmes et projets du FONAREV",DG31,"DIRECTION GÉNÉRALE  _  Suivi, évaluation et gouvernance de la performance _  Contrôle de la mise en œuvre des programmes et projets du FONAREV",,,,,,,,,,,,,,,,,,,DIRECTION GÉNÉRALE3,,
,Dépenses générales et administratives,DIRECTION GÉNÉRALE,"Suivi, évaluation et gouvernance de la performance","Analyse des rapports d’activités, consolidation des indicateurs de performance","Analyse des rapports d’activités, consolidation des indicateurs de performance",DG,3,2,01,DG.3.2.01,"DIRECTION GÉNÉRALE _ Suivi, évaluation et gouvernance de la performance _ Analyse des rapports d’activités, consolidation des indicateurs de performance _ Analyse des rapports d’activités, consolidation des indicateurs de performance",DG32,"DIRECTION GÉNÉRALE  _  Suivi, évaluation et gouvernance de la performance _  Analyse des rapports d’activités, consolidation des indicateurs de performance",,,,,,,,,,,,,,,,,,,DIRECTION GÉNÉRALE3,,
,Dépenses générales et administratives,DIRECTION GÉNÉRALE,"Suivi, évaluation et gouvernance de la performance",Coordination de l’innovation institutionnelle et amélioration continue,Coordination de l’innovation institutionnelle et amélioration continue,DG,3,3,01,DG.3.3.01,"DIRECTION GÉNÉRALE _ Suivi, évaluation et gouvernance de la performance _ Coordination de l’innovation institutionnelle et amélioration continue _ Coordination de l’innovation institutionnelle et amélioration continue",DG33,"DIRECTION GÉNÉRALE  _  Suivi, évaluation et gouvernance de la performance _  Coordination de l’innovation institutionnelle et amélioration continue",,,,,,,,,,,,,,,,,,,DIRECTION GÉNÉRALE3,,
,Dépenses générales et administratives,DIRECTION GÉNÉRALE,"Suivi, évaluation et gouvernance de la performance",Suivi des recommandations d’audit et gestion de la qualité organisationnelle,Suivi des recommandations d’audit et gestion de la qualité organisationnelle,DG,3,4,01,DG.3.4.01,"DIRECTION GÉNÉRALE _ Suivi, évaluation et gouvernance de la performance _ Suivi des recommandations d’audit et gestion de la qualité organisationnelle _ Suivi des recommandations d’audit et gestion de la qualité organisationnelle",DG34,"DIRECTION GÉNÉRALE  _  Suivi, évaluation et gouvernance de la performance _  Suivi des recommandations d’audit et gestion de la qualité organisationnelle",,,,,,,,,,,,,,,,,,,DIRECTION GÉNÉRALE3,,
,Dépenses de personnel,CONSEIL D'ADMINISTRATION,Renumeration,Renumeration,Renumeration,CA,0,0,01,CA.0.0.01,CONSEIL D'ADMINISTRATION _ Renumeration _ Renumeration _ Renumeration,CA00,CONSEIL D'ADMINISTRATION  _  Renumeration _  Renumeration,,,,,,,,,,,,,,,,,,,CONSEIL D'ADMINISTRATION0,,
,Dépenses générales et administratives,CONSEIL D'ADMINISTRATION,Gouvernance et fonctionnement du Conseil,Organisation des sessions ordinaires et extraordinaires du CA,Organisation des sessions ordinaires et extraordinaires du CA,CA,1,1,01,CA.1.1.01,CONSEIL D'ADMINISTRATION _ Gouvernance et fonctionnement du Conseil _ Organisation des sessions ordinaires et extraordinaires du CA _ Organisation des sessions ordinaires et extraordinaires du CA,CA11,CONSEIL D'ADMINISTRATION  _  Gouvernance et fonctionnement du Conseil _  Organisation des sessions ordinaires et extraordinaires du CA,,,,,,,,,,,,,,,,,,,CONSEIL D'ADMINISTRATION1,,
,Dépenses générales et administratives,CONSEIL D'ADMINISTRATION,Gouvernance et fonctionnement du Conseil,"Préparation des ordres du jour, PV, rapports et délibérations","Préparation des ordres du jour, PV, rapports et délibérations",CA,1,2,01,CA.1.2.01,"CONSEIL D'ADMINISTRATION _ Gouvernance et fonctionnement du Conseil _ Préparation des ordres du jour, PV, rapports et délibérations _ Préparation des ordres du jour, PV, rapports et délibérations",CA12,"CONSEIL D'ADMINISTRATION  _  Gouvernance et fonctionnement du Conseil _  Préparation des ordres du jour, PV, rapports et délibérations",,,,,,,,,,,,,,,,,,,CONSEIL D'ADMINISTRATION1,,
,Dépenses générales et administratives,CONSEIL D'ADMINISTRATION,Gouvernance et fonctionnement du Conseil,"Indemnités, jetons de présence et frais de participation des membres","Indemnités, jetons de présence et frais de participation des membres",CA,1,3,01,CA.1.3.01,"CONSEIL D'ADMINISTRATION _ Gouvernance et fonctionnement du Conseil _ Indemnités, jetons de présence et frais de participation des membres _ Indemnités, jetons de présence et frais de participation des membres",CA13,"CONSEIL D'ADMINISTRATION  _  Gouvernance et fonctionnement du Conseil _  Indemnités, jetons de présence et frais de participation des membres",,,,,,,,,,,,,,,,,,,CONSEIL D'ADMINISTRATION1,,
,Dépenses générales et administratives,CONSEIL D'ADMINISTRATION,Gouvernance et fonctionnement du Conseil,"Appui administratif, logistique et location de salles","Appui administratif, logistique et location de salles",CA,1,4,01,CA.1.4.01,"CONSEIL D'ADMINISTRATION _ Gouvernance et fonctionnement du Conseil _ Appui administratif, logistique et location de salles _ Appui administratif, logistique et location de salles",CA14,"CONSEIL D'ADMINISTRATION  _  Gouvernance et fonctionnement du Conseil _  Appui administratif, logistique et location de salles",,,,,,,,,,,,,,,,,,,CONSEIL D'ADMINISTRATION1,,
,Dépenses générales et administratives,CONSEIL D'ADMINISTRATION,Gouvernance et fonctionnement du Conseil,"Voyages, déplacements et per diem liés aux activités du Conseil","Voyages, déplacements et per diem liés aux activités du Conseil",CA,1,5,01,CA.1.5.01,"CONSEIL D'ADMINISTRATION _ Gouvernance et fonctionnement du Conseil _ Voyages, déplacements et per diem liés aux activités du Conseil _ Voyages, déplacements et per diem liés aux activités du Conseil",CA15,"CONSEIL D'ADMINISTRATION  _  Gouvernance et fonctionnement du Conseil _  Voyages, déplacements et per diem liés aux activités du Conseil",,,,,,,,,,,,,,,,,,,CONSEIL D'ADMINISTRATION1,,
,Dépenses générales et administratives,CONSEIL D'ADMINISTRATION,"Suivi stratégique, contrôle et renforcement institutionnel","Examen et approbation du budget, du plan d’action et des rapports annuels du FONAREV","Examen et approbation du budget, du plan d’action et des rapports annuels du FONAREV",CA,2,1,01,CA.2.1.01,"CONSEIL D'ADMINISTRATION _ Suivi stratégique, contrôle et renforcement institutionnel _ Examen et approbation du budget, du plan d’action et des rapports annuels du FONAREV _ Examen et approbation du budget, du plan d’action et des rapports annuels du FONAREV",CA21,"CONSEIL D'ADMINISTRATION  _  Suivi stratégique, contrôle et renforcement institutionnel _  Examen et approbation du budget, du plan d’action et des rapports annuels du FONAREV",,,,,,,,,,,,,,,,,,,CONSEIL D'ADMINISTRATION2,,
,Dépenses générales et administratives,CONSEIL D'ADMINISTRATION,"Suivi stratégique, contrôle et renforcement institutionnel",Suivi de la mise en œuvre des décisions du Conseil,Suivi de la mise en œuvre des décisions du Conseil,CA,2,2,01,CA.2.2.01,"CONSEIL D'ADMINISTRATION _ Suivi stratégique, contrôle et renforcement institutionnel _ Suivi de la mise en œuvre des décisions du Conseil _ Suivi de la mise en œuvre des décisions du Conseil",CA22,"CONSEIL D'ADMINISTRATION  _  Suivi stratégique, contrôle et renforcement institutionnel _  Suivi de la mise en œuvre des décisions du Conseil",,,,,,,,,,,,,,,,,,,CONSEIL D'ADMINISTRATION2,,
,Dépenses générales et administratives,CONSEIL D'ADMINISTRATION,"Suivi stratégique, contrôle et renforcement institutionnel","Supervision de la gouvernance, conformité et audits internes","Supervision de la gouvernance, conformité et audits internes",CA,2,3,01,CA.2.3.01,"CONSEIL D'ADMINISTRATION _ Suivi stratégique, contrôle et renforcement institutionnel _ Supervision de la gouvernance, conformité et audits internes _ Supervision de la gouvernance, conformité et audits internes",CA23,"CONSEIL D'ADMINISTRATION  _  Suivi stratégique, contrôle et renforcement institutionnel _  Supervision de la gouvernance, conformité et audits internes",,,,,,,,,,,,,,,,,,,CONSEIL D'ADMINISTRATION2,,
